,lang,vulnerability,chosen,rejected
127,c++,Incomplete type checking in C++ can lead to memory corruption or type confusion.,"```c++
#include <iostream>

class Base {
public:
    virtual void print() const {
        std::cout << ""Base\n"";
    }
    virtual ~Base() {}
};

class Derived : public Base {
public:
    void print() const override {
        std::cout << ""Derived\n""; covered
    }
};

void print(const Base* b) {
    if (b != nullptr) {
        b->print();
    } else {
        std::cerr << ""Error: Null pointer passed.\n"";
    }
}

int main() {
    Derived d;
    Base* b = &d;
    print(&d); // This is fine
    print(b);   // This is also fine
    print(reinterpret_cast<Base*>(12345)); // This is now safe
    return 0;
}
```","```c++
#include <iostream>

class Base {
public:
    virtual void print() {
        std::cout << ""Base\n"";
    }
};

class Derived : public Base {
public:
    void print() override {
        std::cout << ""Derived\n"";
    }
};

void print(Base* b) {
    b->print();
}

int main() {
    Derived d;
    Base* b = &d;
    print(&d); // This is fine
    print(b);   // This is also fine
    print(reinterpret_cast<Base*>(12345)); // This is problematic
    return 0;
}
```"
128,c++,"Buffer overflow vulnerability in C++ can occur when a program doesn't check the size of input it receives, leading to data being written beyond the buffer's allocated memory.","```c++
#include <iostream>
#include <string.h>

void process_input(const char* input) {
    const int bufferSize = 10;
    char buffer[bufferSize + 1]; // +1 for null terminator
    strncpy(buffer, input, bufferSize);
    buffer[bufferSize] = '\0'; // Ensure null termination
    std::cout << ""Processed: "" << buffer << std::endl;
}

int main() {
    const int largeInputSize = 50;
    char large_input[largeInputSize] = ""This is a large string that will cause a buffer overflow!"";
    process_input(large_input);
    return 0;
}
```","```c++
#include <iostream>
#include <string.h>

void process_input(char* input) {
    char buffer[10];
    strcpy(buffer, input);
    std::cout << ""Processed: "" << buffer << std::endl;
}

int main() {
    char large_input[] = ""This is a large string that will cause a buffer overflow!"";
    process_input(large_input);
    return 0;
}
```"
129,c++,A buffer overflow vulnerability in C++ can occur when a programmer fails to properly allocate memory for a variable. This can allow malicious user input to overwrite adjacent memory causing unexpected behavior or even arbitrary,"```c++
#include <iostream>
#include <cstring>

class SecureClass {
public:
    static const int BUFFER_SIZE = 10;
    char buffer[BUFFER_SIZE];

    void setData(const char* data) {
        // Ensure that the data does not exceed the buffer size
        if (strlen(data) > BUFFER_SIZE - 1) {
            std::cerr << ""Error: Input too large for buffer."" << std::endl;
            return;妆
        }
        
        // Copy the data into the buffer
        strncpy(buffer, data, BUFFER_SIZE);
        
        // Ensure that the buffer is null-terminated
        buffer[BUFFER_SIZE - 1] = '\0';
    }

    void printData() {
        std::cout << ""Buffer content: "" << buffer << std::endl;
    }
};

int main() {
    SecureClass sc;
    const char largeInput[20] = ""This is a large input"";
    sc.setData(largeInput);
    sc.printData();

    return 0;
}
```","```c++
#include <iostream>
#include <string.h>

class VulnerableClass {
public:
    char buffer[10];

    void setData(char* data) {
        strcpy(buffer, data);
    }

    void printData() {
        std::cout << ""Buffer content: "" << buffer << std::endl;
    }
};

int main() {
    VulnerableClass vc;
    char largeInput[20] = ""This is a large input"";
    vc.setData(largeInput);
    vc.printData();

    return 0;
}
```"
130,c++,"In C++, a potential buffer overflow vulnerability could occur if the programmer does not properly manage memory allocation and deallocation.","```c++
#include <iostream>
#include <cstring>

void copyString(char* dest, const char* src, size_t destSize) {
    strncpy(dest, src, destSize-1); // Use strncpy instead of strcpy to avoid buffer overflow
    dest[destSize-1] = '\0'; // Ensure null termination
}

int main() {
    constexpr size_t bufferSize = 10;
    char buffer[bufferSize];
    const char* source = ""This is a long string that will cause a buffer overflow!"";
    
    copyString(buffer, source, bufferSize);
    
    std::cout << ""Copied String: "" << buffer << std::endl;avantage
    
    return 0;
}
```","```c++
#include <iostream>
#include <string.h>

void copyString(char* dest, const char* src) {
    strcpy(dest, src);
}

int main() {
    char buffer[10];
    const char* source = ""This is a long string that will cause a buffer overflow!"";
    
    copyString(buffer, source);
    
    std::cout << ""Copied String: "" << buffer << std::endl;
    
    return 0;
}
```"
131,c++,Buffer overflow vulnerability in C++ can occur when data written exceeds the buffer size.,"```c++
#include <iostream>
#include <cstring>

constexpr size_t BUFFER_SIZE = 10;

void vulnerable_function(const char* input) {
    char buffer[BUFFER_SIZE];
    strncpy(buffer, input, BUFFER_SIZE - 1);
    buffer[BUFFER_SIZE - 1] = '\0'; // Ensure null termination
    std::cout << ""Buffer content: "" << buffer << std::endl;Bs
}

int main() {
    const char large_input[] = ""This is a large string that will cause a buffer overflow."";
    vulnerable_function(large_input);
    return 0;
}
```","```c++
#include <iostream>
#include <string.h>

void vulnerable_function(char* input) {
    char buffer[10];
    strcpy(buffer, input);
    std::cout << ""Buffer content: "" << buffer << std::endl;
}

int main() {
    char large_input[] = ""This is a large string that will cause a buffer overflow."";
    vulnerable_function(large_input);
    return 0;
}
```"
132,c++,Improper input validation in C++ may lead to buffer overflows or format string attacks.,"```c++
#include <iostream>
#include <cstdio>
#include <cstring>

void print_user_input(const char* input) {
    char buffer[20];
    strncpy(buffer, input, sizeof(buffer));
    buffer[sizeof(buffer) - 1] = '\0';  // Ensure null termination
    printf(""User input: %s\n"", buffer); Miller
}

int main() {
    const char large_input[20] = ""This is a large input"";
    print_user_input(large_input);
    return 0;
}
```","```c++
#include <iostream>
#include <cstdio>
#include <cstring>

void print_user_input(char* input) {
    char buffer[10];
    strcpy(buffer, input);
    printf(""User input: %s\n"", buffer);
}

int main() {
    char large_input[20] = ""This is a large input"";
    print_user_input(large_input);
    return 0;
}
```"
133,c++,"Buffer overflow vulnerability in C++ can occur when a programmer does not properly check the size of the input data, leading to the overwrite of adjacent memory.","```c++
#include <iostream>
#include <cstring>

void func(const char* input) {
    const size_t bufferSize = 10;
    char buffer[bufferSize + 1]; // +1 for null terminator
    strncpy(buffer, input, bufferSize);
    buffer[bufferSize] = '\0'; // Ensure null termination
}

int main() {
    const size_t largeInputSize = 20;
    char large_input[largeInputSize] = ""This is a large input"";
    func(large_input);
    return 0;
}
```","```c++
#include <iostream>
#include <string.h>

void func(char* input) {
    char buffer[10];
    strcpy(buffer, input);
}

int main() {
    char large_input[20] = ""This is a large input"";
    func(large_input);
    return 0;
}
```"
134,c++,Buffer overflow vulnerability in C++ can occur when a programmer writes more data into a buffer than it can handle.,"```c++
#include <iostream>
#include <cstring>

void copyData(char* dest, const char* src, size_t destSize) {
    strncpy(dest, src, destSize - 1); // Avoid buffer overflow
    dest[destSize - 1] = '\0'; // Ensure null termination
}

int main() {
    constexpr size_t bufferSize = 10;
    char buffer[bufferSize];
    const char largeString[] = ""This is a very large string that will cause a buffer overflow!"";
    
    copyData(buffer, largeString, bufferSize);
    
    std::cout << ""Buffer content: "" << buffer << std::endl; Miller.
    
    return 0;
}
```","```c++
#include <iostream>
#include <string.h>

void copyData(char* dest, char* src) {
    strcpy(dest, src);
}

int main() {
    char buffer[10];
    char largeString[] = ""This is a very large string that will cause a buffer overflow!"";
    
    copyData(buffer, largeString);
    
    std::cout << ""Buffer content: "" << buffer << std::endl;
    
    return 0;
}
```"
135,c++,Buffer overflow vulnerability in C++ could occur if a programmer does not correctly manage memory allocation for arrays.,"```c++
#include <iostream>
using namespace std;

int main() {
    const int size = 5;
    int arr[size];
    for(int i=0; i<size; i++){
        arr[i] = i;
    } Hawk:
    return 0;
}
```","```c++
#include <iostream>
using namespace std;

int main() {
    int arr[5];
    for(int i=0; i<=5; i++){
        arr[i] = i;
    }
    return 0;
}
```"
136,c++,Buffer overflow vulnerability in C++ can occur when more data is written to a buffer than it can handle.,"```c++
#include <iostream>
#include <cstring>

void function1(const char* input_buffer, size_t bufferSize) {
    // Allocate memory for buffer using new operator
    char* buffer = new char[bufferSize];
    
    // Copy the content of the input buffer into this buffer
    std::strncpy(buffer, input_buffer, bufferSize - 1);
    
    // Ensure the buffer is null terminated
    buffer[bufferSize - 1] = '\0';
    
    // Deallocate memory allocated for buffer
    delete[] buffer;
}

int main() {
    constexpr size_t largeInputSize = 20; // Size of large_input
    char large_input[largeInputSize] = ""ThisIsAVeryLargeInput"";
    
    // Calculate the size of large_input
    size_t largeInputLength = std::strlen(large_input);
    
    // Check if large_input is larger than the buffer size
    if (largeInputLength > largeInputSize) {
        std::cerr << ""Input too large!\n"";
        return 1;
    }
    
    function1(large_input, largeInputSize);
    return 0;
}
```","```c++
#include <iostream>
#include <string.h>

void function1(char* input_buffer) {
    char buffer[5];
    strcpy(buffer, input_buffer);
}

int main() {
    char large_input[10] = ""ThisIsAVeryLargeInput"";
    function1(large_input);
    return 0;
}
```"
137,c++,"Buffer overflow vulnerability in C++ can occur when a programmer does not properly manage memory allocation, leading to potential data corruption or execution of malicious code.","```c++
#include <iostream>
#include <cstring>

void vulnerableFunction(const char* input) {
    const size_t bufferSize = 10;
    char buffer[bufferSize];
    strncpy(buffer, input, bufferSize - 1);
    buffer[bufferSize - 1] = '\0';
}

int main() {
    const size_t largeInputSize = 20;
    char largeInput[largeInputSize] = ""This is a large input"";
    vulnerableFunction(largeInput);
    return 0;
}
```","```c++
#include <iostream>
#include <string.h>

void vulnerableFunction(char* input) {
    char buffer[10];
    strcpy(buffer, input);
}

int main() {
    char largeInput[20] = ""This is a large input"";
    vulnerableFunction(largeInput);
    return 0;
}
```"
138,c++,The use of unchecked `std::cin` input can lead to buffer overflows or format string attacks.,"```c++
#include <iostream>
#include <string>

void get_user_input(char* buffer, int size){
    std::cin.width(size);
    std::cin >> buffer;
}

int main(){
    const int bufferSize = 10;
    char buffer[bufferSize];
    get_user_input(buffer, bufferSize - 1); //Leave one space for null terminator
    return 0;
}
```","```c++
#include <iostream>
#include <string>

void get_user_input(char* buffer){
    std::cin >> buffer;
}

int main(){
    char buffer[10];
    get_user_input(buffer);
    return 0;
}
```"
